DENOMINACIÓN,DESCRIPCIÓN DEL PRODUCTO OFERTADO,descripcion_completa,tamano_id
MASCARILLA DESECHABLE HIPOALERGENICAS CON TIRAS,MASCARILLA 3 PLIEGUES CON AMARRAS,mascarilla desechable hipoalergenicas con tiras mascarilla 3 pliegues con amarras,0
GORRO CIRUJANO DESECHABLE,GORRO CIRUJANO CELESTE,gorro cirujano desechable gorro cirujano celeste,0
BATA DE PROCEDIMIENTO TALLA M,BATA PACIENTE NO ESTERIL,bata de procedimiento talla m bata paciente no esteril,0
ALGODON HIDROFILO PRENSADO 1 KILO,ALGODON HIDROFILO PRENSADO,algodon hidrofilo prensado 1 kilo algodon hidrofilo prensado,0
"TORULA DE ALGODÓN NO ESTERIL 0,5 GR BOLSA POR 100 UD","TAN016-II: TORULA DE ALGODON 0.5 GR, BOLSA X 100 UDS, PRIMUS, NO ESTERIL, EN BOLSA PLASTICA, MARCA PRIMUS, PROCEDENCIA CHINA, CERTIFICACIONES CERTIFICADOS ISO 13485, CE, LIBRE DE LÁTEX, VENCIMIENTO 05.09.2026","torula de algodón no esteril 0,5 gr bolsa por 100 ud tan016-ii: torula de algodon 0.5 gr, bolsa x 100 uds, primus, no esteril, en bolsa plastica, marca primus, procedencia china, certificaciones certificados iso 13485, ce, libre de látex, vencimiento 05.09.2026",0
"TORULA DE ALGODON NO ESTERIL 1,0 GR BOLSA POR 100 UD","TAN010-II: TORULA DE ALGODON 1 GR, BOLSA X 100 UDS, PRIMUS, NO ESTERIL, EN BOLSA PLASTICA, MARCA PRIMUS, PROCEDENCIA CHINA, CERTIFICACIONES ISO 13485:2016, CE, LIBRE VENTA, LIBRE LATEX., VENCIMIENTO 05.09.2026","torula de algodon no esteril 1,0 gr bolsa por 100 ud tan010-ii: torula de algodon 1 gr, bolsa x 100 uds, primus, no esteril, en bolsa plastica, marca primus, procedencia china, certificaciones iso 13485:2016, ce, libre venta, libre latex., vencimiento 05.09.2026",0
"TORULONES DE ALGODON NO ESTERIL 5 GR, PARA ASEO PACIENTES","TAN202-II: TORULA DE ALGODON 5 GR, BOLSA X  100 UDS, PRIMUS, NO ESTERIL, EN BO, MARCA PRIMUS, PROCEDENCIA CHINA, CERTIFICACIONES ISO 13485:2016, CE, LIBRE VENTA, LIBRE LATEX, VENCIMIENTO 30.12.2025","torulones de algodon no esteril 5 gr, para aseo pacientes tan202-ii: torula de algodon 5 gr, bolsa x  100 uds, primus, no esteril, en bo, marca primus, procedencia china, certificaciones iso 13485:2016, ce, libre venta, libre latex, vencimiento 30.12.2025",0
APOSITO ESTERIL 10 X 20 CM,APOSITO ESTERIL 10X20 CMS.,aposito esteril 10 x 20 cm aposito esteril 10x20 cms.,0
APOSITO ESTERIL 20 X 20 CM  ,"AEI004: APOSITO GASA  NO  TEJIDA  20X20cms,   CON HILO RADIOPACO  ENTRAMADO,  UNIDAD ENVASE SACO GRADO MEDICO ESTERIL RAYOS GAMA, MARCA PRIMUS, PROCEDENCIA CHINA, CERTIFICACIONES CERTIFICADO ISO 13485:2016. CE. LIBRE VENTA. LIBRE LATEX, VENCIMIENTO 01.11.2025","aposito esteril 20 x 20 cm   aei004: aposito gasa  no  tejida  20x20cms,   con hilo radiopaco  entramado,  unidad envase saco grado medico esteril rayos gama, marca primus, procedencia china, certificaciones certificado iso 13485:2016. ce. libre venta. libre latex, vencimiento 01.11.2025",0
APOSITO ESTERIL 20 X 20 GASA TEJIDA EN ENVASE INDIVIDUAL,APOSITO ESTERIL 20 X 20 GASA TEJIDA EN ENVASE INDIVIDUAL,aposito esteril 20 x 20 gasa tejida en envase individual aposito esteril 20 x 20 gasa tejida en envase individual,0
APOSITO ESTERIL 20 X 25 CM ,APOSITO ESTERIL 20 X 25 CM ,aposito esteril 20 x 25 cm  aposito esteril 20 x 25 cm ,0
APOSITO ESTERIL 40 X 40 CM,APÓSITO COMPUESTO POR CAPAS EXTERNAS DE GASA TEJIDA CON HILOS DE ALGODÓN Y UNA CAPA INTERNA DE ALGODÓN.,aposito esteril 40 x 40 cm apósito compuesto por capas externas de gasa tejida con hilos de algodón y una capa interna de algodón.,0
APOSITO ESTERIL 7 X 10 CM.,APOSITO ESTERIL 7 X 10 CM.,aposito esteril 7 x 10 cm. aposito esteril 7 x 10 cm.,0
APOSITO GASA ESTERIL 10*20 CMS.,APOSITO GASA ESTERIL 10*20 CMS.,aposito gasa esteril 10*20 cms. aposito gasa esteril 10*20 cms.,0
"APOSITO GASA ESTERIL 20 CMS. X 1,5 MTS.","MIX1069-I: APOSITO GASA TEJIDA 20 CM. X 1.5 MTS, PRIMUS, ESTERIL, EN ENVASE GRADO MEDICO, UD, MARCA PRIMUS, PROCEDENCIA CHINA, CERTIFICACIONES ISO 13485:2016, CE, LIBRE VENTA, LIBRE LATEX, VENCIMIENTO 01.11.2025","aposito gasa esteril 20 cms. x 1,5 mts. mix1069-i: aposito gasa tejida 20 cm. x 1.5 mts, primus, esteril, en envase grado medico, ud, marca primus, procedencia china, certificaciones iso 13485:2016, ce, libre venta, libre latex, vencimiento 01.11.2025",0
APOSITO GASA ESTERIL 20*20 CMS.,APOSITO GASA ESTERIL 20*20 CMS.,aposito gasa esteril 20*20 cms. aposito gasa esteril 20*20 cms.,0
APOSITO GASA ESTERIL 20*25 CMS.,APOSITO GASA ESTERIL 20*25 CMS.,aposito gasa esteril 20*25 cms. aposito gasa esteril 20*25 cms.,0
APOSITO GASA ESTERIL 7*20 CMS.,APOSITO GASA ESTERIL 7*20 CMS.,aposito gasa esteril 7*20 cms. aposito gasa esteril 7*20 cms.,0
COMPRESA RADIOPACA ESTERIL 45*45 CMS.,MUNCARE COMPRESAS DE LAPAROTOMIA 45X45  X5 LIKANG,compresa radiopaca esteril 45*45 cms. muncare compresas de laparotomia 45x45  x5 likang,0
COMPRESA RADIOPACA NO ESTERIL 45*45 CMS.,PAQUETE X 5 UNIDADES - CAJA MASTER 800 UNIDADES,compresa radiopaca no esteril 45*45 cms. paquete x 5 unidades - caja master 800 unidades,0
GASA ESTERIL 10 X 10 CM ENVASE INDIVIDUAL,"CIE003: COMPRESA GASA NO TEJIDA (NO GAUZE)  10X10 cm, 4 PLIEGUES SOBRE ENVASE  MIXTO  X  2 UNIDADES,  ESTERIL RAYOS GAMMA, CAJA X 85 SOBRES, VALOR X SOBRE, MARCA PRIMUS, PROCEDENCIA CHINA, CERTIFICACIONES CERTIFICADO ISO 13485:2016. CE. LIBRE VENTA. LIBRE LATEX, VENCIMIENTO 01.04.2026","gasa esteril 10 x 10 cm envase individual cie003: compresa gasa no tejida (no gauze)  10x10 cm, 4 pliegues sobre envase  mixto  x  2 unidades,  esteril rayos gamma, caja x 85 sobres, valor x sobre, marca primus, procedencia china, certificaciones certificado iso 13485:2016. ce. libre venta. libre latex, vencimiento 01.04.2026",0
GASA ESTERIL 5 X 5 CM  ENVASE DE 2 UNIDADES,GASA NO TEJIDA ESTERIL 5X5 CM,gasa esteril 5 x 5 cm  envase de 2 unidades gasa no tejida esteril 5x5 cm,0
GASA ESTERIL 5 X 70 CM ENVASE INDIVIDUAL,"MIX276-I: GASA LARGA TEJIDA 5 X 70 CM CON HILO RADIOPACO; PRIMUS; ESTERIL; EN SMS Y ENVASE MIXTO; X AUTOCLAVE, MARCA PRIMUS, PROCEDENCIA CHINA, CERTIFICACIONES ISO 13485:2016; CE; LIBRE VENTA; LIBRE LATEX, VENCIMIENTO 01.05.2026","gasa esteril 5 x 70 cm envase individual mix276-i: gasa larga tejida 5 x 70 cm con hilo radiopaco; primus; esteril; en sms y envase mixto; x autoclave, marca primus, procedencia china, certificaciones iso 13485:2016; ce; libre venta; libre latex, vencimiento 01.05.2026",0
GASA ESTERIL 5 X 90 CM ENVASE DE 10 UNIDADES,GASA ESTERIL 5 X 90 CM ENVASE DE 10 UNIDADES,gasa esteril 5 x 90 cm envase de 10 unidades gasa esteril 5 x 90 cm envase de 10 unidades,0
"GASA ESTERIL 7,5 X  7,5 CM EN ENVASE INDIVIDUAL","GASA NO TEJIDA ESTERIL  7,5X7,5 CMS.","gasa esteril 7,5 x  7,5 cm en envase individual gasa no tejida esteril  7,5x7,5 cms.",0
"GASA HIDROFILA DE 90 CM.X 91,4 MT. ROLLO",MUNCARE ABSORBENT GAUZE TYPE USP 40x40  24x20MESH 36PLGx100YARDAS 4 PLIEGOS CHANNELMED,"gasa hidrofila de 90 cm.x 91,4 mt. rollo muncare absorbent gauze type usp 40x40  24x20mesh 36plgx100yardas 4 pliegos channelmed",0
GASA NO TEJIDA ESTERIL DE 10 X 10 CM. 4 PLIEGUES EN ENVASE INDIVIDUAL DE 2 UNIDADES (REF. COMPLEMED SASF),GASA NO TEJIDA ESTERIL DE 10 X 10 CM. 4 PLIEGUES EN ENVASE INDIVIDUAL DE 2 UNIDADES (REF. COMPLEMED SASF),gasa no tejida esteril de 10 x 10 cm. 4 pliegues en envase individual de 2 unidades (ref. complemed sasf) gasa no tejida esteril de 10 x 10 cm. 4 pliegues en envase individual de 2 unidades (ref. complemed sasf),0
HISOPO GASA HIDROFILA + BAJALENGUA ESTERIL X 1,"MIX503: HISOPO GASA TEJIDA, UNDAD ENVASE  MIXTO ESTERIL RAYOS GAMMA., MARCA PRIMUS, PROCEDENCIA CHINA, CERTIFICACIONES CERTIFICADO ISO 13485:2016. CE. LIBRE VENTA. LIBRE LATEX, VENCIMIENTO 01.02.2026","hisopo gasa hidrofila + bajalengua esteril x 1 mix503: hisopo gasa tejida, undad envase  mixto esteril rayos gamma., marca primus, procedencia china, certificaciones certificado iso 13485:2016. ce. libre venta. libre latex, vencimiento 01.02.2026",0
TORULA DE GASA ESTERIL ABSORVENTE DE 3 X 3 CM.(PAQUETE 10 UNIDADES) ,"MIX1166: TORULA GASA TEJIDA 3cm, CON HILO RADIOPACO,  PAQUETE X  10 UNIDADES, CON INTERNO  DOBLE ENVASE MIXTO ESTERIL AUTOCLAVE, MARCA PRIMUS, PROCEDENCIA CHILE, CERTIFICACIONES ISO 9001:2015. LIBRE DE LATEX., VENCIMIENTO 03.01.2027","torula de gasa esteril absorvente de 3 x 3 cm.(paquete 10 unidades)  mix1166: torula gasa tejida 3cm, con hilo radiopaco,  paquete x  10 unidades, con interno  doble envase mixto esteril autoclave, marca primus, procedencia chile, certificaciones iso 9001:2015. libre de latex., vencimiento 03.01.2027",0
CANULA TRAQUEOSTOMIA CON BALON CON ASPIRACION SUBGLOTICA N° 10,CÁNULA CON ASPIRACIÓN SUBGLÓTICA 10.0 MM. DI,canula traqueostomia con balon con aspiracion subglotica n° 10 cánula con aspiración subglótica 10.0 mm. di,0
"CANULA TRAQUEOSTOMIA CON BALON CON ASPIRACION SUBGLOTICA N° 7,0",canula traqueostomía blue line ultra suctionaid nro. 7,"canula traqueostomia con balon con aspiracion subglotica n° 7,0 canula traqueostomía blue line ultra suctionaid nro. 7",0
"CANULA TRAQUEOSTOMIA CON BALON CON ASPIRACION SUBGLOTICA N° 7,5",canula traqueostomía blue line ultra suctionaid nro. 7.5,"canula traqueostomia con balon con aspiracion subglotica n° 7,5 canula traqueostomía blue line ultra suctionaid nro. 7.5",0
"CANULA TRAQUEOSTOMIA CON BALON CON ASPIRACION SUBGLOTICA N° 8,0",canula traqueostomía blue line ultra suctionaid nro. 8,"canula traqueostomia con balon con aspiracion subglotica n° 8,0 canula traqueostomía blue line ultra suctionaid nro. 8",0
"CANULA TRAQUEOSTOMIA CON BALON CON ASPIRACION SUBGLOTICA N° 8,5",canula traqueostomía blue line ultra suctionaid nro. 8.5,"canula traqueostomia con balon con aspiracion subglotica n° 8,5 canula traqueostomía blue line ultra suctionaid nro. 8.5",0
"CANULA TRAQUEOSTOMIA CON BALON CON ASPIRACION SUBGLOTICA N° 9,0",canula traqueostomía blue line ultra suctionaid nro. 9,"canula traqueostomia con balon con aspiracion subglotica n° 9,0 canula traqueostomía blue line ultra suctionaid nro. 9",0
"CANULA TRAQUEOSTOMIA CON BALON CON ENDOCANULA N° 6,5",CANULA TRAQUEOST (M) CB 6.5MM CRYSTAL CLEAR PLUS C/ENDOCANULAS,"canula traqueostomia con balon con endocanula n° 6,5 canula traqueost (m) cb 6.5mm crystal clear plus c/endocanulas",0
"CANULA TRAQUEOSTOMIA CON BALON CON ENDOCANULA N° 7,0",CANULA TRAQUEOST (M)  CB 7.0MM CRYSTAL CLEAR PLUS C/ENDOCANULAS,"canula traqueostomia con balon con endocanula n° 7,0 canula traqueost (m)  cb 7.0mm crystal clear plus c/endocanulas",0
"CANULA TRAQUEOSTOMIA CON BALON CON ENDOCANULA N° 7,5",CANULA TRAQUEOST (M) CB 7.5MM CRYSTAL CLEAR PLUS C/ENDOCANULAS,"canula traqueostomia con balon con endocanula n° 7,5 canula traqueost (m) cb 7.5mm crystal clear plus c/endocanulas",0
"CANULA TRAQUEOSTOMIA CON BALON CON ENDOCANULA N° 8,0",CANULA TRAQUEOST (M) CB 8.0MM CRYSTAL CLEAR PLUS C/ENDOCANULAS,"canula traqueostomia con balon con endocanula n° 8,0 canula traqueost (m) cb 8.0mm crystal clear plus c/endocanulas",0
"CANULA TRAQUEOSTOMIA CON BALON CON ENDOCANULA N° 8,5",CANULA TRAQUEOST (M) CB 8.5MM CRYSTAL CLEAR PLUS C/ENDOCANULAS,"canula traqueostomia con balon con endocanula n° 8,5 canula traqueost (m) cb 8.5mm crystal clear plus c/endocanulas",0
"CANULA TRAQUEOSTOMIA CON BALON CON ENDOCANULA N° 9,0",CANULA TRAQUEOST (M) CB 9.0MM CRYSTAL CLEAR PLUS C/ENDOCANULAS,"canula traqueostomia con balon con endocanula n° 9,0 canula traqueost (m) cb 9.0mm crystal clear plus c/endocanulas",0
"CANULA TRAQUEOSTOMIA CON BALON N° 3,5 ","CANULA TRAQUEOST CB 3,5 MM CRYSTAL CLEAR (M)","canula traqueostomia con balon n° 3,5  canula traqueost cb 3,5 mm crystal clear (m)",0
"CANULA TRAQUEOSTOMIA CON BALON N° 4,0","CANULA TRAQUEOST CB 4,0 MM CRYSTAL CLEAR (M)","canula traqueostomia con balon n° 4,0 canula traqueost cb 4,0 mm crystal clear (m)",0
"CANULA TRAQUEOSTOMIA CON BALON N° 4,5","CANULA TRAQUEOST CB 4,5 MM CRYSTAL CLEAR (M)","canula traqueostomia con balon n° 4,5 canula traqueost cb 4,5 mm crystal clear (m)",0
"CANULA TRAQUEOSTOMIA CON BALON N° 5,0","CANULA TRAQUEOST CB 5,0 MM CRYSTAL CLEAR (M)","canula traqueostomia con balon n° 5,0 canula traqueost cb 5,0 mm crystal clear (m)",0
"CANULA TRAQUEOSTOMIA CON BALON N° 5,5","CANULA TRAQUEOST CB 5,5 MM CRYSTAL CLEAR (M)","canula traqueostomia con balon n° 5,5 canula traqueost cb 5,5 mm crystal clear (m)",0
"CANULA TRAQUEOSTOMIA CON BALON N° 6,0","CANULA TRAQUEOST CB 6,0 MM CRYSTAL CLEA","canula traqueostomia con balon n° 6,0 canula traqueost cb 6,0 mm crystal clea",0
"CANULA TRAQUEOSTOMIA CON BALON N° 6,5","CANULA TRAQUEOST CB 6,5 MM CRYSTAL CLEAR (M)","canula traqueostomia con balon n° 6,5 canula traqueost cb 6,5 mm crystal clear (m)",0
"CANULA TRAQUEOSTOMIA CON BALON N° 8,5",canula traqueostomía con balón blue line ultra nro. 8.5,"canula traqueostomia con balon n° 8,5 canula traqueostomía con balón blue line ultra nro. 8.5",0
"CANULA TRAQUEOSTOMIA SIN BALON CON ENDOCANULA N° 8,5","kit traqueostomia sin balon blue line ultra, incluye 2 endocanulas, fijador y cepillo de limpieza nro. 8.5","canula traqueostomia sin balon con endocanula n° 8,5 kit traqueostomia sin balon blue line ultra, incluye 2 endocanulas, fijador y cepillo de limpieza nro. 8.5",0
CANULA TRAQUEOSTOMIA SIN BALON N° 3,CÁNULA PEDIÁTRICA SIN BALÓN 3.0 MM.,canula traqueostomia sin balon n° 3 cánula pediátrica sin balón 3.0 mm.,0
"CANULA TRAQUEOSTOMIA SIN BALON N° 3,5",CÁNULA PEDIÁTRICA SIN BALÓN 3.5 MM.,"canula traqueostomia sin balon n° 3,5 cánula pediátrica sin balón 3.5 mm.",0
"CANULA TRAQUEOSTOMIA SIN BALON N° 4,0",CANULA TRAQUEOST SB 4.0MM BIESALSKI,"canula traqueostomia sin balon n° 4,0 canula traqueost sb 4.0mm biesalski",0
"CANULA TRAQUEOSTOMIA SIN BALON N° 4,5",CÁNULA PEDIÁTRICA SIN BALÓN 4.5 MM.,"canula traqueostomia sin balon n° 4,5 cánula pediátrica sin balón 4.5 mm.",0
"CANULA TRAQUEOSTOMIA SIN BALON N° 5,0",CANULA TRAQUEOST SB 5.0MM BIESALSKI,"canula traqueostomia sin balon n° 5,0 canula traqueost sb 5.0mm biesalski",0
"CANULA TRAQUEOSTOMIA SIN BALON N° 7,0",CANULA TRAQUEOST SB 7.0MM BIESALSKI,"canula traqueostomia sin balon n° 7,0 canula traqueost sb 7.0mm biesalski",0
"CANULA TRAQUEOSTOMIA SIN BALON N° 8,0",CANULA TRAQUEOST SB 8.0MM BIESALSKI,"canula traqueostomia sin balon n° 8,0 canula traqueost sb 8.0mm biesalski",0
FILTRO HUMIDIFICADOR PARA TRAQUEOSTOMIA TRACH VENT PLUS  ,FILTRO  PARA TRAQUEOSTOMÍA TRQUEOLIFE III,filtro humidificador para traqueostomia trach vent plus   filtro  para traqueostomía trqueolife iii,0
FILTRO VIRAL BACTERIANO DESECHABLE  CÓDIGO REF: 342077,"FILTRO VIRAL BACTERIANO,DESECHABLE ,NOESTERIL","filtro viral bacteriano desechable  código ref: 342077 filtro viral bacteriano,desechable ,noesteril",0
MARCAPASO BICAMERAL MULTIPROGRAMABLE MODO DDDR,MARCAPASO BICAMERAL MODELO ATTESTA ,marcapaso bicameral multiprogramable modo dddr marcapaso bicameral modelo attesta ,0
MARCAPASO MONOCAMERAL,MARCAPASO UNICAMERAL MODELO ATTESTA,marcapaso monocameral marcapaso unicameral modelo attesta,0
SET TRAQUEOSTOMIA PERCUTANEA EXTRACT XL (REF. 425-08) ,"Tracoe experc Vario XL es un kit de traqueostomía percutánea de dilatación en un solo paso con los accesorios para realizar la técnica Ciaglia / Seldinger, en este caso el introductor y el catéter guía con la vaina de silicona forman el sistema introductor atraumático, montado con una cánula modelo Vario XL, con placa ajustable, material poliuretano, con balón de baja presión, dispositivo de aspiración subglótica y fijador de cánula. Estéril ETO. Certificación CE, ISO, FDA. Libre de látex. Marca Tracoe - Alemania.","set traqueostomia percutanea extract xl (ref. 425-08)  tracoe experc vario xl es un kit de traqueostomía percutánea de dilatación en un solo paso con los accesorios para realizar la técnica ciaglia / seldinger, en este caso el introductor y el catéter guía con la vaina de silicona forman el sistema introductor atraumático, montado con una cánula modelo vario xl, con placa ajustable, material poliuretano, con balón de baja presión, dispositivo de aspiración subglótica y fijador de cánula. estéril eto. certificación ce, iso, fda. libre de látex. marca tracoe - alemania.",0
VALVULA DE FONACION PARA TRAQUEOSTOMIA CON PUERTO DE OXIGENO,VÁLVULA DE FONACI´N CON PUERTO DE OXIGENO,valvula de fonacion para traqueostomia con puerto de oxigeno válvula de fonaci´n con puerto de oxigeno,0
